"visibility","datetime","coord.lon","coord.lat","main.temp","main.feels_like","main.temp_min","main.temp_max","main.pressure","main.humidity","main.sea_level","main.grnd_level","wind.speed","wind.deg","wind.gust","clouds.all","sys.sunrise","sys.sunset","weather.id","weather.main","weather.description","weather.icon","extraction_date_time","city_name","sys.type","sys.id","rain.1h"
10000.0,"2024-11-01 09:08:22+08:00",119.9379,15.6361,28.95,33.37,28.95,28.95,1011.0,74.0,1011.0,987.0,3.02,193.0,5.0,94.0,"2024-11-01 05:56:45+08:00","2024-11-01 17:30:47+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:08:22.405777+08:00","Malabon","","",""
10000.0,"2024-11-01 09:08:23+08:00",125.0833,8.15,26.99,28.29,26.99,26.99,1014.0,63.0,1014.0,908.0,1.25,87.0,0.97,6.0,"2024-11-01 05:28:11+08:00","2024-11-01 17:18:11+08:00",800.0,"Clear","clear sky","01d","2024-11-01 09:08:23.910078+08:00","Malaybalay","","",""
10000.0,"2024-11-01 09:08:26+08:00",120.8117,14.8419,28.46,32.92,28.46,28.46,1011.0,78.0,1011.0,1013.0,2.36,137.0,2.52,100.0,"2024-11-01 05:52:23+08:00","2024-11-01 17:28:09+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:08:26.239116+08:00","Malolos","","",""
10000.0,"2024-11-01 09:08:28+08:00",121.0409,14.5832,29.61,36.61,28.23,29.97,1011.0,82.0,1011.0,1011.0,2.68,102.0,2.68,99.0,"2024-11-01 05:51:11+08:00","2024-11-01 17:27:31+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:08:28.368970+08:00","Mandaluyong City",2.0,2083945.0,""
10000.0,"2024-11-01 09:08:29+08:00",123.9333,10.3333,29.0,33.49,29.0,29.0,1012.0,74.0,1012.0,999.0,1.35,144.0,0.92,31.0,"2024-11-01 05:35:04+08:00","2024-11-01 17:20:30+08:00",802.0,"Clouds","scattered clouds","03d","2024-11-01 09:08:29.757334+08:00","Mandaue City","","",""
10000.0,"2024-11-01 09:08:31+08:00",120.9822,14.6042,29.71,36.71,28.32,30.06,1011.0,82.0,1011.0,1014.0,2.66,116.0,2.7,96.0,"2024-11-01 05:51:27+08:00","2024-11-01 17:27:44+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:08:31.992729+08:00","Manila",2.0,2083945.0,""
10000.0,"2024-11-01 09:08:33+08:00",124.2928,7.9986,26.59,26.59,26.59,26.59,1013.0,65.0,1013.0,929.0,0.88,3.0,0.95,10.0,"2024-11-01 05:31:11+08:00","2024-11-01 17:21:30+08:00",800.0,"Clear","clear sky","01d","2024-11-01 09:08:33.788516+08:00","Marawi","","",""
10000.0,"2024-11-01 09:08:35+08:00",125.4708,9.7339,29.58,33.4,29.58,29.58,1012.0,67.0,1012.0,1002.0,0.86,76.0,1.47,11.0,"2024-11-01 05:28:17+08:00","2024-11-01 17:14:59+08:00",801.0,"Clouds","few clouds","02d","2024-11-01 09:08:35.885204+08:00","Mati","","",""
10000.0,"2024-11-01 09:08:38+08:00",120.9608,14.7369,29.51,35.22,29.51,30.08,1011.0,76.0,1011.0,1012.0,2.03,118.0,2.33,100.0,"2024-11-01 05:51:41+08:00","2024-11-01 17:27:40+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:08:38.157894+08:00","Meycauayan",2.0,2083945.0,""
10000.0,"2024-11-01 09:08:39+08:00",120.9031,15.7161,28.33,32.94,28.33,28.33,1011.0,80.0,1011.0,1006.0,2.23,128.0,2.76,79.0,"2024-11-01 05:52:59+08:00","2024-11-01 17:26:50+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 09:08:39.444062+08:00","Muñoz","","",""
10000.0,"2024-11-01 09:08:41+08:00",123.1814,13.6192,29.3,34.23,29.3,29.3,1012.0,74.0,1012.0,1005.0,2.9,156.0,5.19,99.0,"2024-11-01 05:41:35+08:00","2024-11-01 17:20:00+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:08:41.538743+08:00","Naga","","",""
10000.0,"2024-11-01 09:08:42+08:00",120.95,14.6667,29.73,36.73,29.49,30.08,1011.0,83.0,1011.0,1015.0,2.46,118.0,2.51,97.0,"2024-11-01 05:51:39+08:00","2024-11-01 17:27:48+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:08:42.781640+08:00","Navotas",2.0,2083945.0,""
10000.0,"2024-11-01 09:08:44+08:00",120.2828,14.8292,27.9,32.15,27.9,27.9,1012.0,82.0,1012.0,994.0,1.61,185.0,2.62,100.0,"2024-11-01 05:54:29+08:00","2024-11-01 17:30:17+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:08:44.757129+08:00","Olongapo","","",""
10000.0,"2024-11-01 09:08:47+08:00",124.6075,11.0064,30.21,34.11,30.21,30.21,1012.0,64.0,1012.0,993.0,1.76,177.0,2.57,100.0,"2024-11-01 05:33:05+08:00","2024-11-01 17:17:05+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:08:47.186255+08:00","Ormoc","","",""
10000.0,"2024-11-01 09:08:48+08:00",123.8044,8.4858,30.2,34.32,30.2,30.2,1012.0,65.0,1012.0,998.0,1.2,72.0,1.06,11.0,"2024-11-01 05:33:39+08:00","2024-11-01 17:22:57+08:00",801.0,"Clouds","few clouds","02d","2024-11-01 09:08:48.634363+08:00","Oroquieta","","",""
10000.0,"2024-11-01 09:08:51+08:00",123.8333,8.15,30.39,34.74,30.39,30.39,1013.0,65.0,1013.0,972.0,1.09,72.0,0.94,21.0,"2024-11-01 05:33:11+08:00","2024-11-01 17:23:11+08:00",801.0,"Clouds","few clouds","02d","2024-11-01 09:08:51.191271+08:00","Ozamiz City","","",""
10000.0,"2024-11-01 09:08:53+08:00",123.43700000000001,7.8257,27.78,30.37,27.78,27.78,1012.0,71.0,1012.0,993.0,0.74,5.0,1.21,15.0,"2024-11-01 05:34:26+08:00","2024-11-01 17:25:07+08:00",801.0,"Clouds","few clouds","02d","2024-11-01 09:08:53.022736+08:00","Pagadian","","",""
10000.0,"2024-11-01 09:08:54+08:00",121.0833,15.55,28.72,33.39,28.72,28.72,1011.0,77.0,1011.0,1000.0,1.18,142.0,1.65,99.0,"2024-11-01 05:52:04+08:00","2024-11-01 17:26:18+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:08:54.911062+08:00","Palayan City","","",""
10000.0,"2024-11-01 09:08:56+08:00",125.6842,7.3081,27.8,31.32,27.8,27.8,1012.0,78.0,1012.0,1014.0,1.81,4.0,2.53,69.0,"2024-11-01 05:24:54+08:00","2024-11-01 17:16:40+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 09:08:56.885767+08:00","Panabo","","",""
10000.0,"2024-11-01 09:08:58+08:00",121.0175,14.4816,29.69,36.69,28.25,29.99,1011.0,82.0,1011.0,1009.0,2.68,124.0,4.92,94.0,"2024-11-01 05:51:10+08:00","2024-11-01 17:27:43+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:08:58.389463+08:00","Paranaque City",2.0,2005706.0,""
10000.0,"2024-11-01 09:09:00+08:00",121.065,14.587,29.55,36.55,28.16,29.9,1011.0,82.0,1011.0,1009.0,2.57,113.0,2.86,100.0,"2024-11-01 05:51:06+08:00","2024-11-01 17:27:25+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:00.570216+08:00","Pasig",2.0,2083945.0,""
10000.0,"2024-11-01 09:09:02+08:00",118.7333,9.7333,28.05,31.18,28.05,28.05,1012.0,73.0,1012.0,1001.0,0.19,162.0,0.44,100.0,"2024-11-01 05:55:15+08:00","2024-11-01 17:41:56+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:02.346606+08:00","Puerto Princesa City","","",""
10000.0,"2024-11-01 09:09:04+08:00",121.0333,14.6333,29.54,36.54,28.15,29.89,1011.0,83.0,1011.0,1009.0,2.33,114.0,2.64,99.0,"2024-11-01 05:51:16+08:00","2024-11-01 17:27:30+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:04.723868+08:00","Quezon City",2.0,2083945.0,""
10000.0,"2024-11-01 09:09:06+08:00",121.6201,17.1189,27.74,31.46,27.74,27.74,1011.0,80.0,1011.0,1003.0,3.46,172.0,5.28,96.0,"2024-11-01 05:51:39+08:00","2024-11-01 17:22:25+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:06.488048+08:00","Roxas","","",""
10000.0,"2024-11-01 09:09:07+08:00",123.4242,10.9447,28.57,32.31,28.57,28.57,1012.0,73.0,1012.0,1005.0,0.82,175.0,1.62,100.0,"2024-11-01 05:37:45+08:00","2024-11-01 17:21:53+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:07.673420+08:00","Sagay","","",""
10000.0,"2024-11-01 09:09:08+08:00",120.5431,14.7678,28.43,33.2,28.43,28.43,1012.0,80.0,1012.0,998.0,0.34,242.0,1.1,100.0,"2024-11-01 05:53:23+08:00","2024-11-01 17:29:19+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:08.981755+08:00","Samal","","",""
10000.0,"2024-11-01 09:09:11+08:00",120.8931,15.5448,28.4,33.12,28.4,28.4,1011.0,80.0,1011.0,1011.0,1.88,141.0,2.48,86.0,"2024-11-01 05:52:50+08:00","2024-11-01 17:27:04+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:11.424842+08:00","San Carlos","","",""
10000.0,"2024-11-01 09:09:12+08:00",120.3166,16.6159,28.63,33.35,28.63,28.63,1010.0,78.0,1010.0,1004.0,5.75,178.0,7.05,79.0,"2024-11-01 05:56:19+08:00","2024-11-01 17:28:11+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 09:09:12.862745+08:00","San Fernando","","",""
10000.0,"2024-11-01 09:09:14+08:00",121.8712,17.8927,29.26,34.79,29.26,29.26,1012.0,77.0,1012.0,983.0,1.94,199.0,3.35,100.0,"2024-11-01 05:51:31+08:00","2024-11-01 17:20:33+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:14.403823+08:00","San Jose","","",""
10000.0,"2024-11-01 09:09:15+08:00",121.0453,14.8139,28.4,32.43,28.4,28.4,1011.0,76.0,1011.0,1003.0,1.25,113.0,1.77,100.0,"2024-11-01 05:51:25+08:00","2024-11-01 17:27:15+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:16.049539+08:00","San Jose del Monte","","",""
10000.0,"2024-11-01 09:09:17+08:00",120.4583,17.7422,29.94,36.4,29.94,29.94,1011.0,76.0,1011.0,995.0,0.64,125.0,1.54,100.0,"2024-11-01 05:57:00+08:00","2024-11-01 17:26:22+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:17.619832+08:00","San Juan",2.0,2043564.0,""
10000.0,"2024-11-01 09:09:19+08:00",120.6197,14.9696,28.69,33.7,28.69,28.69,1011.0,79.0,1011.0,1001.0,1.67,181.0,2.3,98.0,"2024-11-01 05:53:18+08:00","2024-11-01 17:28:47+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:19.248933+08:00","San Pablo","","",""
10000.0,"2024-11-01 09:09:20+08:00",121.8833,17.2,26.25,26.25,26.25,26.25,1012.0,90.0,1012.0,989.0,2.22,173.0,3.62,100.0,"2024-11-01 05:50:42+08:00","2024-11-01 17:21:16+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:20.957686+08:00","San Pedro","","",""
10000.0,"2024-11-01 09:09:23+08:00",120.9378,15.4238,28.52,33.25,28.52,28.52,1011.0,79.0,1011.0,1012.0,1.52,154.0,2.06,86.0,"2024-11-01 05:52:31+08:00","2024-11-01 17:27:01+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:23.271045+08:00","Santa Rosa","","",""
10000.0,"2024-11-01 09:09:24+08:00",120.4449,17.2939,27.72,31.55,27.72,27.72,1011.0,81.0,1011.0,1005.0,0.39,105.0,1.06,88.0,"2024-11-01 05:56:33+08:00","2024-11-01 17:26:55+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:24.367769+08:00","Santiago","","",""
10000.0,"2024-11-01 09:09:25+08:00",121.7645,17.3997,27.27,30.92,27.27,27.27,1011.0,85.0,1011.0,1001.0,3.92,174.0,6.04,92.0,"2024-11-01 05:51:23+08:00","2024-11-01 17:21:32+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:26.003001+08:00","Santo Tomas","","",""
10000.0,"2024-11-01 09:09:27+08:00",122.9667,10.8,28.37,32.19,28.37,28.37,1012.0,75.0,1012.0,1006.0,2.37,222.0,2.71,75.0,"2024-11-01 05:39:26+08:00","2024-11-01 17:23:52+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 09:09:27.535132+08:00","Silay City","","",""
10000.0,"2024-11-01 09:09:30+08:00",122.4042,9.7519,28.72,33.2,28.72,28.72,1012.0,76.0,1012.0,1000.0,2.48,182.0,2.67,71.0,"2024-11-01 05:40:35+08:00","2024-11-01 17:27:14+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 09:09:30.057531+08:00","Sipalay","","",""
10000.0,"2024-11-01 09:09:31+08:00",125.5,9.75,29.54,33.31,29.54,29.54,1012.0,67.0,1012.0,1003.0,1.12,83.0,1.63,11.0,"2024-11-01 05:28:11+08:00","2024-11-01 17:14:51+08:00",801.0,"Clouds","few clouds","02d","2024-11-01 09:09:31.565342+08:00","Surigao City","","",""
10000.0,"2024-11-01 09:09:33+08:00",123.7336,13.3586,28.97,33.23,28.97,28.97,1012.0,73.0,1012.0,1001.0,2.28,140.0,2.56,100.0,"2024-11-01 05:39:05+08:00","2024-11-01 17:18:04+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:33.227506+08:00","Tabaco","","",""
10000.0,"2024-11-01 09:09:34+08:00",121.4443,17.4189,28.07,31.96,28.07,28.07,1012.0,78.0,1012.0,969.0,2.84,154.0,4.44,66.0,"2024-11-01 05:52:42+08:00","2024-11-01 17:22:47+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 09:09:34.521859+08:00","Tabuk","","",""
10000.0,"2024-11-01 09:09:35+08:00",125.0,11.25,29.05,33.62,29.05,29.05,1012.0,74.0,1012.0,1009.0,2.92,147.0,4.59,70.0,"2024-11-01 05:31:46+08:00","2024-11-01 17:15:16+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 09:09:35.780978+08:00","Tacloban City","","",""
10000.0,"2024-11-01 09:09:38+08:00",124.6764,6.6925,28.66,32.87,28.66,28.66,1012.0,75.0,1012.0,1004.0,0.69,46.0,0.27,62.0,"2024-11-01 05:28:17+08:00","2024-11-01 17:21:20+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 09:09:38.064203+08:00","Tacurong","","",""
10000.0,"2024-11-01 09:09:39+08:00",120.9337,14.1059,25.76,26.45,25.76,25.76,1012.0,79.0,1012.0,983.0,0.98,128.0,1.66,96.0,"2024-11-01 05:51:06+08:00","2024-11-01 17:28:28+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:39.185904+08:00","Tagaytay City","","",""
10000.0,"2024-11-01 09:09:40+08:00",121.0792,14.5243,29.74,36.74,28.36,30.1,1011.0,82.0,1011.0,1010.0,2.68,102.0,2.68,99.0,"2024-11-01 05:50:58+08:00","2024-11-01 17:27:26+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:40.591515+08:00","Taguig",2.0,2083945.0,""
10000.0,"2024-11-01 09:09:42+08:00",122.9226,14.1343,29.35,34.14,29.35,29.35,1012.0,73.0,1012.0,998.0,3.13,164.0,5.94,56.0,"2024-11-01 05:43:10+08:00","2024-11-01 17:20:29+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 09:09:42.371771+08:00","Talisay","","",""
10000.0,"2024-11-01 09:09:43+08:00",121.1498,14.0863,27.08,30.53,27.08,27.08,1012.0,86.0,1012.0,990.0,1.98,107.0,3.31,96.0,"2024-11-01 05:50:13+08:00","2024-11-01 17:27:37+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:43.656682+08:00","Tanauan","","",""
10000.0,"2024-11-01 09:09:45+08:00",126.1986,9.0783,28.97,32.85,28.97,28.97,1012.0,71.0,1012.0,1006.0,1.09,112.0,1.58,67.0,"2024-11-01 05:24:41+08:00","2024-11-01 17:12:45+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 09:09:45.621764+08:00","Tandag","","",""
10000.0,"2024-11-01 09:09:46+08:00",122.9306,10.6339,28.5,32.49,28.5,28.5,1012.0,75.0,1012.0,1008.0,2.3,211.0,2.58,61.0,"2024-11-01 05:39:24+08:00","2024-11-01 17:24:11+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 09:09:46.967168+08:00","Tangub","","",""
10000.0,"2024-11-01 09:09:48+08:00",123.1583,9.5153,29.05,32.65,29.05,29.05,1012.0,69.0,1012.0,994.0,0.41,307.0,0.74,5.0,"2024-11-01 05:37:19+08:00","2024-11-01 17:24:27+08:00",800.0,"Clear","clear sky","01d","2024-11-01 09:09:48.360809+08:00","Tanjay","","",""
10000.0,"2024-11-01 09:09:49+08:00",120.5986,15.4889,27.07,30.72,27.07,27.07,1011.0,88.0,1011.0,1012.0,2.45,154.0,3.44,88.0,"2024-11-01 05:53:57+08:00","2024-11-01 17:28:18+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:49.958591+08:00","Tarlac City","","",""
10000.0,"2024-11-01 09:09:51+08:00",121.5911,14.0289,26.21,26.21,26.21,26.21,1013.0,90.0,1013.0,979.0,1.81,172.0,3.96,99.0,"2024-11-01 05:48:23+08:00","2024-11-01 17:25:55+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:51.710442+08:00","Tayabas","","",""
10000.0,"2024-11-01 09:09:53+08:00",123.6333,10.3833,28.66,32.87,28.66,28.66,1012.0,75.0,1012.0,1001.0,1.4,197.0,1.75,14.0,"2024-11-01 05:36:19+08:00","2024-11-01 17:21:39+08:00",801.0,"Clouds","few clouds","02d","2024-11-01 09:09:53.106849+08:00","Toledo City","","",""
10000.0,"2024-11-01 09:09:54+08:00",121.7269,17.6131,27.51,31.55,27.51,27.51,1011.0,85.0,1011.0,1015.0,4.61,179.0,6.73,90.0,"2024-11-01 05:51:47+08:00","2024-11-01 17:21:26+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:54.714379+08:00","Tuguegarao","","",""
10000.0,"2024-11-01 09:09:56+08:00",120.5711,15.9761,27.78,31.99,27.78,27.78,1011.0,83.0,1011.0,1009.0,3.82,143.0,6.16,100.0,"2024-11-01 05:54:35+08:00","2024-11-01 17:27:53+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:56.792868+08:00","Urdaneta","","",""
10000.0,"2024-11-01 09:09:58+08:00",124.5725,11.1089,30.28,34.26,30.28,30.28,1012.0,64.0,1012.0,997.0,1.32,178.0,2.28,100.0,"2024-11-01 05:33:20+08:00","2024-11-01 17:17:07+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:09:58.291772+08:00","Valencia","","",""
10000.0,"2024-11-01 09:10:00+08:00",120.9667,14.7,29.7,35.99,29.46,30.05,1011.0,77.0,1011.0,1013.0,2.2,117.0,2.45,99.0,"2024-11-01 05:51:37+08:00","2024-11-01 17:27:41+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:10:00.432575+08:00","Valenzuela",2.0,2083945.0,""
10000.0,"2024-11-01 09:10:01+08:00",123.0778,10.9,28.26,31.94,28.26,28.26,1012.0,75.0,1012.0,1001.0,1.89,237.0,2.1,91.0,"2024-11-01 05:39:06+08:00","2024-11-01 17:23:19+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:10:01.623788+08:00","Victorias","","",""
10000.0,"2024-11-01 09:10:03+08:00",120.3869,17.5747,29.96,36.45,29.96,29.96,1011.0,76.0,1011.0,1003.0,1.52,117.0,2.46,87.0,"2024-11-01 05:57:06+08:00","2024-11-01 17:26:50+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 09:10:03.325363+08:00","Vigan",2.0,2043564.0,""
10000.0,"2024-11-01 09:10:04+08:00",122.0696,6.9135,30.25,33.97,30.25,30.25,1012.0,63.0,1012.0,989.0,2.0,280.0,2.97,70.0,"2024-11-01 05:38:57+08:00","2024-11-01 17:31:32+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 09:10:04.938734+08:00","Zamboanga City","","",""
10000.0,"2024-11-01 12:06:00+08:00",119.9811,16.1561,29.9,35.52,29.9,29.9,1009.0,73.0,1009.0,1004.0,2.02,171.0,2.44,90.0,"2024-11-01 05:57:09+08:00","2024-11-01 17:30:02+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 12:06:00.285705+08:00","Alaminos","","",""
8000.0,"2024-11-01 12:06:02+08:00",120.5833,15.15,31.25,38.25,31.25,31.25,1010.0,70.0,1010.0,992.0,7.2,140.0,"",40.0,"2024-11-01 05:53:38+08:00","2024-11-01 17:28:44+08:00",802.0,"Clouds","scattered clouds","03d","2024-11-01 12:06:02.883861+08:00","Angeles City",1.0,8152.0,""
10000.0,"2024-11-01 12:06:04+08:00",121.19,15.6181,30.53,36.64,30.53,30.53,1010.0,71.0,1010.0,971.0,1.17,142.0,2.53,99.0,"2024-11-01 05:51:43+08:00","2024-11-01 17:25:48+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 12:06:04.428737+08:00","Antipolo","","",""
10000.0,"2024-11-01 12:06:05+08:00",123.5085,12.2285,29.28,33.97,29.28,29.28,1011.0,73.0,1011.0,1002.0,2.98,179.0,3.14,7.0,"2024-11-01 05:38:47+08:00","2024-11-01 17:20:11+08:00",800.0,"Clear","clear sky","01d","2024-11-01 12:06:05.903408+08:00","Bacolod","","",""
10000.0,"2024-11-01 12:06:07+08:00",120.929,14.459000000000001,32.0,39.0,30.02,33.03,1010.0,69.0,1010.0,1007.0,2.57,80.0,"",40.0,"2024-11-01 05:51:30+08:00","2024-11-01 17:28:06+08:00",802.0,"Clouds","scattered clouds","03d","2024-11-01 12:06:07.516326+08:00","Bacoor",2.0,2005706.0,""
10000.0,"2024-11-01 12:06:09+08:00",122.8333,10.5333,29.22,33.41,29.22,29.22,1010.0,71.0,1010.0,1007.0,3.05,215.0,2.87,59.0,"2024-11-01 05:39:41+08:00","2024-11-01 17:24:41+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 12:06:09.081850+08:00","Bago City","","",""
10000.0,"2024-11-01 12:05:29+08:00",120.5931,16.4164,23.46,23.69,23.46,23.46,1011.0,70.0,1011.0,922.0,1.65,219.0,1.98,100.0,"2024-11-01 05:54:59+08:00","2024-11-01 17:27:18+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 12:06:10.488360+08:00","Baguio","","",""
10000.0,"2024-11-01 12:06:11+08:00",123.1228,9.5911,29.73,33.94,29.73,29.73,1010.0,68.0,1010.0,991.0,1.05,265.0,1.3,40.0,"2024-11-01 05:37:32+08:00","2024-11-01 17:24:31+08:00",802.0,"Clouds","scattered clouds","03d","2024-11-01 12:06:11.622386+08:00","Bais","","",""
10000.0,"2024-11-01 12:06:12+08:00",120.5361,14.6761,29.3,34.89,29.3,29.3,1010.0,77.0,1010.0,993.0,1.45,172.0,1.88,100.0,"2024-11-01 05:53:19+08:00","2024-11-01 17:29:26+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 12:06:12.856748+08:00","Balanga","","",""
10000.0,"2024-11-01 12:06:15+08:00",120.5649,18.0554,30.88,37.88,30.88,30.88,1010.0,74.0,1010.0,1000.0,4.12,220.0,"",75.0,"2024-11-01 05:56:56+08:00","2024-11-01 17:25:35+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 12:06:15.226990+08:00","Batac City",1.0,8159.0,""
10000.0,"2024-11-01 12:06:17+08:00",121.05,13.75,29.46,35.09,29.46,29.46,1010.0,76.0,1010.0,1002.0,1.95,179.0,1.72,82.0,"2024-11-01 05:50:15+08:00","2024-11-01 17:28:23+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 12:06:17.981471+08:00","Batangas City","","",""
10000.0,"2024-11-01 12:06:19+08:00",122.8011,9.3636,29.69,34.75,29.69,29.69,1011.0,72.0,1011.0,993.0,2.87,236.0,2.47,34.0,"2024-11-01 05:38:35+08:00","2024-11-01 17:26:03+08:00",802.0,"Clouds","scattered clouds","03d","2024-11-01 12:06:20.054978+08:00","Bayawan","","",""
10000.0,"2024-11-01 12:06:21+08:00",123.7135,13.4083,29.21,34.22,29.21,29.21,1011.0,75.0,1011.0,1000.0,3.84,107.0,3.32,40.0,"2024-11-01 05:39:13+08:00","2024-11-01 17:18:06+08:00",802.0,"Clouds","scattered clouds","03d","2024-11-01 12:06:21.711369+08:00","Baybay","","",""
10000.0,"2024-11-01 12:06:23+08:00",125.7675,8.7561,32.81,38.02,32.81,32.81,1009.0,57.0,1009.0,989.0,1.4,207.0,1.93,21.0,"2024-11-01 05:26:05+08:00","2024-11-01 17:14:49+08:00",801.0,"Clouds","few clouds","02d","2024-11-01 12:06:23.116790+08:00","Bayugan","","",""
10000.0,"2024-11-01 12:06:25+08:00",125.0336,11.0725,29.54,33.94,29.54,29.54,1010.0,70.0,1010.0,1007.0,3.9,116.0,3.78,81.0,"2024-11-01 05:31:27+08:00","2024-11-01 17:15:19+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 12:06:25.365634+08:00","Bislig","","",""
10000.0,"2024-11-01 12:06:27+08:00",121.0807,14.3427,30.6,37.6,30.01,33.02,1010.0,78.0,1010.0,998.0,2.68,90.0,2.68,40.0,"2024-11-01 05:50:46+08:00","2024-11-01 17:27:37+08:00",802.0,"Clouds","scattered clouds","03d","2024-11-01 12:06:27.117546+08:00","Biñan",2.0,2084056.0,""
10000.0,"2024-11-01 12:06:28+08:00",124.0055,11.0517,30.76,36.12,30.76,30.76,1010.0,67.0,1010.0,1006.0,2.71,130.0,2.61,73.0,"2024-11-01 05:35:32+08:00","2024-11-01 17:19:27+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 12:06:28.974111+08:00","Bogo","","",""
10000.0,"2024-11-01 12:06:31+08:00",125.4319,11.6081,29.53,33.29,29.53,29.53,1011.0,67.0,1011.0,992.0,3.44,95.0,2.87,78.0,"2024-11-01 05:30:25+08:00","2024-11-01 17:13:09+08:00",803.0,"Clouds","broken clouds","04d","2024-11-01 12:06:31.403790+08:00","Borongan","","",""
10000.0,"2024-11-01 12:06:32+08:00",125.5436,8.9492,32.8,38.67,32.8,32.8,1009.0,59.0,1009.0,995.0,1.26,339.0,1.23,8.0,"2024-11-01 05:27:10+08:00","2024-11-01 17:15:31+08:00",800.0,"Clear","clear sky","01d","2024-11-01 12:06:32.870833+08:00","Butuan","","",""
10000.0,"2024-11-01 12:06:35+08:00",125.5344,9.1236,31.06,37.16,31.06,31.06,1010.0,68.0,1010.0,987.0,2.17,322.0,1.39,42.0,"2024-11-01 05:27:24+08:00","2024-11-01 17:15:22+08:00",802.0,"Clouds","scattered clouds","03d","2024-11-01 12:06:35.282535+08:00","Cabadbaran","","",""
10000.0,"2024-11-01 12:06:37+08:00",120.9667,15.4833,30.51,36.31,30.51,30.51,1009.0,70.0,1009.0,1008.0,1.77,206.0,1.85,92.0,"2024-11-01 05:52:28+08:00","2024-11-01 17:26:50+08:00",804.0,"Clouds","overcast clouds","04d","2024-11-01 12:06:37.651894+08:00","Cabanatuan City","","",""
